Student ID,student_name,gender,grade,school_name,reading_score,math_score
17273,John Barker,M,12th,Cabrera High School,96,86
18446,Stephen Price,M,10th,Bailey High School,96,86
19760,Charlotte Howard,F,11th,Bailey High School,96,86
22841,Lauren Miller,F,10th,Bailey High School,96,86
23646,Taylor Walton,F,12th,Pena High School,96,86
27236,Krista Johnson,F,10th,Rodriguez High School,96,86
27469,Jamie Chen,M,10th,Rodriguez High School,96,86
29880,Jessica Bryan,F,9th,Rodriguez High School,96,86
30218,Miranda Bernard,F,12th,Johnson High School,96,86
30371,Diana Carson,F,12th,Johnson High School,96,86
32200,Ashley Holmes,F,9th,Johnson High School,96,86
32306,Nicole Sparks,F,10th,Johnson High School,96,86
32917,Christina Monroe,F,10th,Johnson High School,96,86
32957,Tonya Eaton,F,12th,Johnson High School,96,86
33362,Mark Barry,M,9th,Johnson High School,96,86
6687,Jessica Koch,F,10th,Shelton High School,95,86
6984,Sarah Vasquez,F,10th,Shelton High School,95,86
7289,Jasmine Silva,F,12th,Shelton High School,95,86
8654,Sarah Conrad,F,9th,Hernandez High School,95,86
11615,Mr. Russell Elliott,M,10th,Hernandez High School,95,86
12905,Aaron Wilkinson,M,11th,Griffin High School,95,86
14136,Krista Price,F,11th,Wilson High School,95,86
14337,Larry Choi,M,12th,Wilson High School,95,86
14391,Robert Jimenez,M,10th,Wilson High School,95,86
14608,Kristen Aguirre,F,9th,Wilson High School,95,86
14908,Alexander Bryant,M,12th,Wilson High School,95,86
15352,Kevin Davis,M,11th,Wilson High School,95,86
22004,Jessica Foster,F,12th,Bailey High School,95,86
22453,Robert Hill,M,12th,Bailey High School,95,86
22628,Erika Peck,F,11th,Bailey High School,95,86
23959,Robert Ramos,M,9th,Pena High School,95,86
24649,Dominic Rivas,M,9th,Wright High School,95,86
25567,Rhonda Liu,F,9th,Wright High School,95,86
27015,Stephanie Nelson,F,11th,Rodriguez High School,95,86
29454,Mary Wood,F,11th,Rodriguez High School,95,86
29673,Christopher Carr,M,9th,Rodriguez High School,95,86
29766,Christopher Hopkins,M,9th,Rodriguez High School,95,86
30357,Ross Mckinney,M,9th,Johnson High School,95,86
30606,Matthew Bryan,M,9th,Johnson High School,95,86
31219,Tracie Hudson,F,12th,Johnson High School,95,86
31246,Brandi Moore,F,9th,Johnson High School,95,86
35405,Monica Mason,F,10th,Ford High School,95,86
35647,Jessica Jones,F,10th,Ford High School,95,86
36589,Kyle Solomon,M,11th,Ford High School,95,86
37706,Samuel Ray,M,10th,Thomas High School,95,86
38240,Kristi Sanchez,F,12th,Thomas High School,95,86
38449,Kevin Gordon,M,11th,Thomas High School,95,86
38721,Ashley Hill,F,10th,Thomas High School,95,86
38834,Maria Davis,F,12th,Thomas High School,95,86
5076,Douglas Jackson,M,11th,Figueroa High School,94,86
6477,Amy Simpson,F,11th,Shelton High School,94,86
9218,Teresa Kramer,F,10th,Hernandez High School,94,86
12619,Victoria Zavala,F,9th,Griffin High School,94,86
12977,Jonathan Cochran,M,10th,Griffin High School,94,86
15383,James Brown,M,9th,Wilson High School,94,86
17047,Christopher Martin,M,12th,Cabrera High School,94,86
17648,Tracy Melton,F,9th,Cabrera High School,94,86
19372,Rebecca Hansen,F,9th,Bailey High School,94,86
21306,Jeffery Watson,M,10th,Bailey High School,94,86
23188,Juan Smith,M,10th,Holden High School,94,86
23738,Norma Delacruz,F,9th,Pena High School,94,86
29676,Peggy Duffy,F,12th,Rodriguez High School,94,86
30382,Sarah Barr,F,11th,Johnson High School,94,86
33331,Daniel Berger,M,9th,Johnson High School,94,86
35469,Amy Bell,F,12th,Ford High School,94,86
35615,Elizabeth King,F,9th,Ford High School,94,86
37060,Jessica Smith,F,12th,Ford High School,94,86
3823,Jeffrey Lopez,M,10th,Figueroa High School,93,86
4084,Jaclyn Adams,F,10th,Figueroa High School,93,86
5140,William King,M,9th,Figueroa High School,93,86
5826,Patricia Patel,F,9th,Figueroa High School,93,86
6644,Tyler Suarez,M,9th,Shelton High School,93,86
6930,Eric Goodwin,M,11th,Shelton High School,93,86
10129,Helen Sherman,F,10th,Hernandez High School,93,86
10909,Adrian Gallagher,M,11th,Hernandez High School,93,86
14445,Erica Schaefer,F,11th,Wilson High School,93,86
14455,Steven Logan,M,11th,Wilson High School,93,86
15716,Hayley Arnold,F,12th,Wilson High School,93,86
15771,Zachary Scott,M,10th,Wilson High School,93,86
16633,Miss Jennifer Moore,F,9th,Cabrera High School,93,86
18456,Juan White,M,10th,Bailey High School,93,86
19433,Mary Glover,F,10th,Bailey High School,93,86
24947,Michael Parrish,M,11th,Wright High School,93,86
25191,Thomas Johnston,M,10th,Wright High School,93,86
26693,Darren Hubbard,M,10th,Rodriguez High School,93,86
29663,Curtis Fitzpatrick,M,11th,Rodriguez High School,93,86
34659,Melinda Wagner,F,9th,Johnson High School,93,86
36548,Richard Kim,M,10th,Ford High School,93,86
36761,Dr. Jose White,M,9th,Ford High School,93,86
37998,Deanna Ford,F,10th,Thomas High School,93,86
38458,Scott Walters,M,11th,Thomas High School,93,86
1910,Ethan Clark,M,12th,Huang High School,92,86
2871,Tyler Miranda,M,11th,Huang High School,92,86
4818,William Lambert,M,9th,Figueroa High School,92,86
5872,Jose Willis,M,11th,Shelton High School,92,86
8762,Joshua Hall,M,9th,Hernandez High School,92,86
9103,Jane Murphy,F,12th,Hernandez High School,92,86
10280,Dennis Hanna,M,11th,Hernandez High School,92,86
11108,Margaret Rodriguez,F,11th,Hernandez High School,92,86
11358,Mr. Adam Hernandez,M,10th,Hernandez High School,92,86
12821,Rebecca Morgan,F,10th,Griffin High School,92,86
13682,Ruth Buchanan,F,11th,Griffin High School,92,86
14690,Miss Debbie Chavez,F,10th,Wilson High School,92,86
14925,Andrea Fuller,F,11th,Wilson High School,92,86
15434,Dr. Lisa Coleman,F,11th,Wilson High School,92,86
17241,Diane Perry,F,11th,Cabrera High School,92,86
17801,Shannon Hill,F,10th,Cabrera High School,92,86
19652,Stephanie Smith,F,10th,Bailey High School,92,86
19668,David Mueller,M,10th,Bailey High School,92,86
20365,Noah Boone,M,11th,Bailey High School,92,86
20946,Alexis Donovan,F,10th,Bailey High School,92,86
22421,Tammie Garrett,F,12th,Bailey High School,92,86
23660,Jason Smith,M,10th,Pena High School,92,86
24715,Ryan Carpenter,M,11th,Wright High School,92,86
25500,Scott Bishop DDS,M,10th,Wright High School,92,86
26084,Samantha Harrison,F,11th,Rodriguez High School,92,86
26808,Danielle Jones,F,10th,Rodriguez High School,92,86
27037,Michael Rivas,M,10th,Rodriguez High School,92,86
28883,Sabrina Harris,F,11th,Rodriguez High School,92,86
30150,Kim Olson,F,12th,Johnson High School,92,86
32105,Jason Herrera,M,9th,Johnson High School,92,86
32435,Victoria Curry,F,9th,Johnson High School,92,86
34936,Kristopher Campbell,M,9th,Ford High School,92,86
35151,John Perry,M,9th,Ford High School,92,86
35775,Melissa Wilson,F,11th,Ford High School,92,86
37260,Jeffrey Gomez,M,10th,Ford High School,92,86
37841,Matthew Anderson,M,11th,Thomas High School,92,86
38056,Marissa Martinez,F,12th,Thomas High School,92,86
1944,Veronica Booth,F,10th,Huang High School,91,86
2087,James Bruce,M,12th,Huang High School,91,86
6904,Ronald Henderson,M,11th,Shelton High School,91,86
7760,Connor Adams,M,11th,Hernandez High School,91,86
10413,Deanna Cole,F,9th,Hernandez High School,91,86
11553,Billy Garza,M,9th,Hernandez High School,91,86
12296,Joseph Farrell,M,12th,Griffin High School,91,86
12684,Suzanne Johnson,F,9th,Griffin High School,91,86
13544,Ariana Barton,F,12th,Griffin High School,91,86
14475,John King,M,10th,Wilson High School,91,86
14622,Christina Smith,F,9th,Wilson High School,91,86
14904,Mr. Steven Davies,M,9th,Wilson High School,91,86
15245,Christopher Stewart,M,11th,Wilson High School,91,86
16122,Brandon Mathews,M,10th,Cabrera High School,91,86
16471,Brittney Marsh,F,10th,Cabrera High School,91,86
17522,Sue Mccarthy,F,10th,Cabrera High School,91,86
20079,Jeffrey Hopkins,M,10th,Bailey High School,91,86
24005,Regina Perkins,F,11th,Pena High School,91,86
24043,Kayla Lee,F,9th,Pena High School,91,86
24912,Jason Barnes,M,10th,Wright High School,91,86
25003,Lori Martin,F,12th,Wright High School,91,86
25013,Shane Murray,M,11th,Wright High School,91,86
26825,Adam Weeks,M,9th,Rodriguez High School,91,86
32205,William Rogers,M,9th,Johnson High School,91,86
33613,Brian Nelson,M,9th,Johnson High School,91,86
35324,David Johnson,M,12th,Ford High School,91,86
36445,Patricia Boone MD,F,10th,Ford High School,91,86
36784,Veronica Hunter,F,9th,Ford High School,91,86
37551,Nancy Mason,F,12th,Thomas High School,91,86
38728,Richard Alexander,M,9th,Thomas High School,91,86
3292,Randall Butler,M,11th,Figueroa High School,90,86
5710,Mr. David Smith,M,10th,Figueroa High School,90,86
11210,Mikayla Hart,F,9th,Hernandez High School,90,86
11307,Jean Beck,F,9th,Hernandez High School,90,86
12872,Mr. Keith Peters DDS,M,11th,Griffin High School,90,86
13193,Lisa Davis,F,12th,Griffin High School,90,86
16705,Christian Murphy,M,11th,Cabrera High School,90,86
18445,Keith Alvarez,M,9th,Bailey High School,90,86
18740,Katherine Tucker,F,9th,Bailey High School,90,86
21267,Maria Fitzpatrick,F,11th,Bailey High School,90,86
23022,Randall Rodriguez,M,10th,Holden High School,90,86
23216,Johnny Brown,M,11th,Holden High School,90,86
23884,Taylor Ford,F,11th,Pena High School,90,86
24155,Alec Ward,M,10th,Pena High School,90,86
25923,Brandon Faulkner,M,12th,Wright High School,90,86
26436,Diane Parker,F,12th,Rodriguez High School,90,86
28819,James Pruitt,M,9th,Rodriguez High School,90,86
29578,Laura Castillo,F,10th,Rodriguez High School,90,86
30564,Cameron Osborne,M,12th,Johnson High School,90,86
30792,Sheri Barrett,F,10th,Johnson High School,90,86
31655,Jon Reynolds,M,12th,Johnson High School,90,86
32660,Jason Woodward,M,12th,Johnson High School,90,86
34295,Christian Mack,M,10th,Johnson High School,90,86
34415,Ashlee Roman,F,10th,Johnson High School,90,86
35952,Adrienne Reese,F,9th,Ford High School,90,86
36684,Christine Franco,F,10th,Ford High School,90,86
698,Dawn Palmer,F,9th,Huang High School,89,86
2539,Kathryn Aguilar,F,11th,Huang High School,89,86
3153,Christopher Warner,M,10th,Figueroa High School,89,86
3193,Darrell Woodard,M,9th,Figueroa High School,89,86
3207,Michael Martinez,M,12th,Figueroa High School,89,86
15064,David Klein,M,9th,Wilson High School,89,86
15744,Diane Hess,F,12th,Wilson High School,89,86
16937,Thomas Santiago,M,11th,Cabrera High School,89,86
17652,Justin Santiago,M,11th,Cabrera High School,89,86
19459,Brenda Stewart,F,10th,Bailey High School,89,86
20197,Andrew Winters,M,9th,Bailey High School,89,86
24000,Jeremy Harris,M,9th,Pena High School,89,86
24131,Marisa Bates,F,9th,Pena High School,89,86
29956,Nicole Bailey,F,10th,Rodriguez High School,89,86
31438,Lisa Lucas,F,9th,Johnson High School,89,86
31984,Brandon Walker,M,10th,Johnson High School,89,86
32859,Joshua Patterson,M,9th,Johnson High School,89,86
36720,Laura Patterson,F,9th,Ford High School,89,86
37148,Michael Hopkins,M,11th,Ford High School,89,86
37292,Jeremy Harris,M,10th,Ford High School,89,86
37740,Taylor Martin,M,12th,Thomas High School,89,86
38143,Richard Mullins,M,11th,Thomas High School,89,86
38714,Steven Brown,M,10th,Thomas High School,89,86
39037,Natasha Murphy,F,11th,Thomas High School,89,86
39075,Jonathan Alvarez,M,9th,Thomas High School,89,86
39160,Katie Weaver,F,11th,Thomas High School,89,86
114,Richard Ryan,M,12th,Huang High School,88,86
1770,Mary Roberts,F,11th,Huang High School,88,86
2194,Amanda Flores,F,11th,Huang High School,88,86
4470,Terri Reilly,F,11th,Figueroa High School,88,86
6135,Tanya Clark,F,11th,Shelton High School,88,86
7087,Roger Porter,M,9th,Shelton High School,88,86
11377,Jamie Hart,F,10th,Hernandez High School,88,86
12713,Tommy Gray,M,12th,Griffin High School,88,86
13357,Ronald Fernandez,M,10th,Griffin High School,88,86
13917,Craig Stone,M,11th,Wilson High School,88,86
14295,Jennifer Joyce,F,11th,Wilson High School,88,86
14696,Richard King,M,11th,Wilson High School,88,86
15973,Sandra Castillo,F,11th,Wilson High School,88,86
16043,Michael Harris,M,12th,Cabrera High School,88,86
17665,Jocelyn Howe,F,12th,Cabrera High School,88,86
21762,Christopher Sullivan,M,10th,Bailey High School,88,86
22225,David Gutierrez,M,10th,Bailey High School,88,86
23317,Kyle Jones,M,10th,Pena High School,88,86
23802,Ronald Ramirez,M,11th,Pena High School,88,86
23925,Samuel Scott,M,11th,Pena High School,88,86
24870,Dustin Thomas,M,12th,Wright High School,88,86
25386,Tyler Kennedy,M,9th,Wright High School,88,86
25502,Kristina Ellis,F,12th,Wright High School,88,86
28004,Tamara Young,F,12th,Rodriguez High School,88,86
29066,Sara Serrano,F,12th,Rodriguez High School,88,86
29402,Sarah Austin,F,10th,Rodriguez High School,88,86
30713,Roberto Hughes,M,11th,Johnson High School,88,86
33493,Lisa Tapia,F,9th,Johnson High School,88,86
35039,Nathaniel Potter,M,11th,Ford High School,88,86
36699,Brian Hughes,M,12th,Ford High School,88,86
37019,Charles Campbell,M,12th,Ford High School,88,86
38840,Joseph Daniels,M,12th,Thomas High School,88,86
2739,Ricky Murphy,M,12th,Huang High School,87,86
7581,Stephanie Rios,F,10th,Shelton High School,87,86
13374,John Martinez,M,9th,Griffin High School,87,86
14358,Jesus Johnson,M,9th,Wilson High School,87,86
14602,Jeffrey Hernandez,M,9th,Wilson High School,87,86
15103,David Morgan,M,11th,Wilson High School,87,86
15184,Denise Woodward,F,10th,Wilson High School,87,86
16088,Jesus Thompson,M,10th,Cabrera High School,87,86
16557,Ryan Wilson,M,10th,Cabrera High School,87,86
16976,April Ward,F,9th,Cabrera High School,87,86
20929,Thomas Larson,M,9th,Bailey High School,87,86
22495,Derek Lopez,M,9th,Bailey High School,87,86
22517,Kathleen Love,F,9th,Bailey High School,87,86
24295,Derrick Armstrong,M,9th,Wright High School,87,86
24336,Craig Hurst,M,9th,Wright High School,87,86
25068,Julie Garcia,F,9th,Wright High School,87,86
25241,Amanda Mullins,F,11th,Wright High School,87,86
25920,Zachary Smith,M,10th,Wright High School,87,86
28984,Lori Garcia,F,12th,Rodriguez High School,87,86
33143,Nathan Sanders,M,12th,Johnson High School,87,86
33846,Aaron Cole,M,9th,Johnson High School,87,86
37119,Matthew Waters,M,11th,Ford High School,87,86
37483,Michael Fleming,M,10th,Ford High School,87,86
37733,Dan Carrillo,M,9th,Thomas High School,87,86
37943,Henry Acosta,M,12th,Thomas High School,87,86
1976,Christopher Vaughn,M,10th,Huang High School,86,86
1984,Albert Reid,M,9th,Huang High School,86,86
4804,Corey Henderson,M,12th,Figueroa High School,86,86
4888,Mark Lewis,M,10th,Figueroa High School,86,86
4917,Paul Jones,M,10th,Figueroa High School,86,86
5021,Meghan Dyer,F,10th,Figueroa High School,86,86
7126,Kyle Rodriguez,M,9th,Shelton High School,86,86
12653,Aaron Ramirez,M,10th,Griffin High School,86,86
13752,Kimberly Johnson,F,12th,Wilson High School,86,86
14031,James King,M,10th,Wilson High School,86,86
15636,Amy Thomas,F,11th,Wilson High School,86,86
15760,Michael Clay,M,11th,Wilson High School,86,86
18275,Michael Singh Jr.,M,10th,Bailey High School,86,86
21734,John Lawrence,M,11th,Bailey High School,86,86
23283,Cheyenne Garcia,F,11th,Pena High School,86,86
23330,Sean Mcdonald,M,10th,Pena High School,86,86
24256,Sierra Martinez,F,9th,Wright High School,86,86
24683,Kyle Spencer,M,10th,Wright High School,86,86
30207,Makayla Martinez,F,12th,Johnson High School,86,86
38750,Victoria Martin,F,10th,Thomas High School,86,86
334,Tanya Harris,F,11th,Huang High School,85,86
578,Donna Kramer,F,11th,Huang High School,85,86
2965,John Herrera,M,10th,Figueroa High School,85,86
4691,Larry Bates,M,10th,Figueroa High School,85,86
5530,Jose Larson,M,9th,Figueroa High School,85,86
6656,Erin Ballard,F,9th,Shelton High School,85,86
7268,Taylor Jones,F,12th,Shelton High School,85,86
12592,Donna Ortega,F,9th,Griffin High School,85,86
13092,Alyssa Bennett,F,11th,Griffin High School,85,86
13153,Daniel Dunlap,M,12th,Griffin High School,85,86
14262,Kevin Walker,M,10th,Wilson High School,85,86
14764,Jenna Anderson,F,12th,Wilson High School,85,86
14888,Michelle Harris,F,11th,Wilson High School,85,86
16094,Tara Bishop,F,11th,Cabrera High School,85,86
17787,Lisa Woodard,F,10th,Cabrera High School,85,86
17836,Nathan Walker,M,10th,Cabrera High School,85,86
18527,Steven Davis,M,10th,Bailey High School,85,86
20825,Richard Hammond,M,11th,Bailey High School,85,86
22532,Deborah Gallegos,F,11th,Bailey High School,85,86
24241,Mario Daniel,M,10th,Wright High School,85,86
28123,Jennifer Rowland,F,10th,Rodriguez High School,85,86
31287,Caroline Bird,F,9th,Johnson High School,85,86
33154,Nathan Flores,M,11th,Johnson High School,85,86
34125,Alexander Bailey,M,10th,Johnson High School,85,86
36477,Samantha Griffin,F,9th,Ford High School,85,86
37016,Yolanda Hines,F,12th,Ford High School,85,86
37832,Grace Russell,F,12th,Thomas High School,85,86
38761,Elizabeth Howard,F,10th,Thomas High School,85,86
38785,Alan Simmons,M,12th,Thomas High School,85,86
3804,Richard Bush,M,10th,Figueroa High School,84,86
5009,Nicole Garcia,F,9th,Figueroa High School,84,86
5803,Breanna Sanders,F,12th,Figueroa High School,84,86
5811,Angela Hicks,F,12th,Figueroa High School,84,86
7232,Zachary King,M,9th,Shelton High School,84,86
8958,Angela Andersen,F,9th,Hernandez High School,84,86
11926,Deborah Gibbs,F,10th,Hernandez High School,84,86
12301,Alexander Hanna,M,11th,Griffin High School,84,86
12532,Mrs. Melissa Medina,F,11th,Griffin High School,84,86
14095,Brian Johnson,M,10th,Wilson High School,84,86
14619,Jennifer Dunn,F,10th,Wilson High School,84,86
17703,Dominic Brown,M,9th,Cabrera High School,84,86
19474,Pamela Hughes,F,9th,Bailey High School,84,86
20507,Margaret Massey,F,10th,Bailey High School,84,86
21324,Jacob Logan,M,11th,Bailey High School,84,86
23177,Monique Thomas,F,9th,Holden High School,84,86
23358,Peter Sanchez,M,10th,Pena High School,84,86
23708,Angela Jones,F,12th,Pena High School,84,86
24053,Melissa Nelson,F,9th,Pena High School,84,86
25504,Suzanne Lin,F,11th,Wright High School,84,86
25855,Carol Patton,F,10th,Wright High School,84,86
26420,Gary Keith,M,11th,Rodriguez High School,84,86
